0.0; -0.231675863266; 0.24233007431; 
757.0; -0.231675863266; 0.788434028625; 
103.0; -0.231675863266; 0.788434028625; 
285.0; -0.231675863266; 0.972514152527; 
105.0; -0.231675863266; 0.972514152527; 
97.0; -0.231675863266; 0.972514152527; 
119.0; -0.231675863266; 0.946436166763; 
110.0; -0.231675863266; 0.946436166763; 
117.0; -0.231675863266; 0.665714025497; 
182.0; -0.233210086823; 0.665714025497; 
121.0; -0.233210086823; 0.665714025497; 
118.0; -0.233210086823; 0.34970998764; 
88.0; -0.233210086823; 0.34970998764; 
107.0; -0.233210086823; 0.34970998764; 
89.0; -0.233210086823; 0.245398044586; 
114.0; -0.233210086823; 0.245398044586; 
96.0; -0.233210086823; 0.245398044586; 
91.0; -0.233210086823; 0.245398044586; 
120.0; -0.331386089325; 0.240796089172; 
93.0; -0.331386089325; 0.240796089172; 
101.0; -0.331386089325; 0.240796089172; 
103.0; -0.651992082596; 0.240796089172; 
101.0; -0.651992082596; 0.240796089172; 
102.0; -0.651992082596; 0.240796089172; 
108.0; -0.925044059753; 0.239262104034; 
129.0; -0.925044059753; 0.239262104034; 
104.0; -0.925044059753; 0.239262104034; 
113.0; -0.974132061005; 0.240796089172; 
102.0; -0.974132061005; 0.240796089172; 
116.0; -0.974132061005; 0.240796089172; 
106.0; -0.737895965576; 0.239262104034; 
115.0; -0.737895965576; 0.239262104034; 
189.0; -0.737895965576; 0.239262104034; 
106.0; -0.401949882507; 0.239262104034; 
109.0; -0.401949882507; 0.239262104034; 
124.0; -0.251617908478; 0.239262104034; 
150.0; -0.251617908478; 0.239262104034; 
105.0; -0.251617908478; 0.239262104034; 
109.0; -0.240880012512; 0.292952060699; 
102.0; -0.240880012512; 0.292952060699; 
105.0; -0.240880012512; 0.292952060699; 
99.0; -0.240880012512; 0.576742172241; 
105.0; -0.239346027374; 0.576742172241; 
112.0; -0.239346027374; 0.576742172241; 
125.0; -0.239346027374; 0.576742172241; 
83.0; -0.239346027374; 0.888144016266; 
108.0; -0.239346027374; 0.888144016266; 
105.0; -0.239346027374; 0.888144016266; 
97.0; -0.239346027374; 0.975582122803; 
114.0; -0.239346027374; 0.975582122803; 
97.0; -0.239346027374; 0.975582122803; 
121.0; -0.239346027374; 0.826784133911; 
120.0; -0.239346027374; 0.826784133911; 
96.0; -0.239346027374; 0.826784133911; 
121.0; -0.239346027374; 0.493906021118; 
107.0; -0.239346027374; 0.493906021118; 
170.0; -0.239346027374; 0.274544000626; 
106.0; -0.239346027374; 0.274544000626; 
114.0; -0.239346027374; 0.274544000626; 
120.0; -0.239346027374; 0.240796089172; 
117.0; -0.256219863892; 0.240796089172; 
102.0; -0.256219863892; 0.240796089172; 
113.0; -0.256219863892; 0.240796089172; 
162.0; -0.507796049118; 0.240796089172; 
101.0; -0.507796049118; 0.240796089172; 
102.0; -0.831470012665; 0.240796089172; 
105.0; -0.831470012665; 0.240796089172; 
124.0; -0.831470012665; 0.240796089172; 
113.0; -0.972598075867; 0.240796089172; 
111.0; -0.972598075867; 0.240796089172; 
